Comment
Untuk vidio nya udah stabilizer belum kak
Klau untuk kamera bagusan mana redmi 10 redmi 11 redmi 12 lebih unggul yg mana?
mending ini atau redmi 10 yang udah turun harga?
"Hmm,pngen upgrde xiomi ku,,masih bertahan sama redmi 4x🗿🗿"
Pengen beli redmi note12
UN BOXING REALMI C53 DONK BANG.
"Ini sih keren buat gua,,tapi entah kapan kebeli semoga aj ya allah kebeli😅😅"
Pubg support gyro?
Bang serius nanya redmi 12 atau infinix note 30 untuk pmkaian jangka panjang ?
Bagus mana bg redmi 12/ini atau redmi 10c
Bang coba dong bikin perbandingan redmi 12 vs redmi note 12
"Bang rekomendasi toko di shoppee dong,soalny mau beli hp takut gak sesuai🙏"
Bng sekali&quot; review narzo 50🤭🤭
Redmi 12 atau Infinix Note 30<br>🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔<br>Tolong di review donk... 🥺🥺🥺
Mau buat Hape Admin 😁
"Ga suka seri hpnya tapi suka cara you jelasinnya, jadi tetep aja banyak yg LIKE"
"Yah akhirnya mengambil ini hp Redmi 12 ram 8/256 untuk menemani daily driver saya Samsung M21 karena kebutuhan upgrade memory.<br>Sedikit terkejut saat first memegang ini hp, kesannya biasa aja haha (kalo diliat dari review² kayak bagus aja udh backdrop glass).<br>Dan yang lebih sedikit feelnya kurang, ya mengenai UI. One UI samsung tetap terbaeekk untuk hp android. Feel memaki MUI kek merasa, &quot;gini banget yak&quot; (?)<br>Tadinya mau ambil Samsung A14 LTE, tapu kembali lagi karena kebutuhan ya sob. Gue butuh upgrade memory gede untuk menyimpan file-file kerjaan aja.<br>Kaum gamers yang mendang mending, jelas android terbaik masih dipegang Samsung dan kedua adalah redmi (dari segi kepastian update os ya).<br>Walau merk lain ngasih spek prosesor yang wah, tapi gaada kepastian update os ya gimana dong ?<br>Jadi kembali lagi, beli hp karena kebutuhan ya gengss dan sesuai budget.<br>Kalau mau gengsi, bisa ambil Iphone series 8 keatas dan atau samsung S atau Note. Jangan merk lain.<br>Sekian dan terima kasih"
8/256 sekarang turun 19 aja bang 😄 padahal belom ada sebulan
Bang cona riview REDMI NOT 12
Redmi 11 kan ada brow
"Minta pendapat ya, Bang David. Ga masalah subyektif apa obyektif. 😁🙏<br>Kalau mau dibandingkan,..mana lebih worth beli Oppo Reno 3 5G apa Redmi 12 ini atau Infinix Note 30 8/256GB  <br>Tolong pencerahannya. Trims"
Tapi cepat panas😢
"Gua yang sebelumnya masih pake helio p35, alhamdulillah ada rezeki bisa ganti ke redmi 12. Wkwk 😂"
Bang jadi kesimpulan nya ini hp recommended ga?
Bang... Buat dong perbedaan note 12 dan 12
"Udh hijrah dri xiaomi ke Infinix lebih nyaman,xiaomi MIUI nya bnyak bug bkin males"
Audio bagus Redmi 12 atau 10C? Redmi 10C ada equalizernya juga soalnya.
Katanya buka tiktok kepotong bener ga bang?
Riviewnya mna kak
Bang rekomendasi hape 2 jutaan terbaik pleaseeee
Redmi Membeda Kali Ini 🗿
Yang penting bisa buat nyimpen file 😭😭😭
Kenapa yah hp Redmi 12c buat main game suara nya kayak pata pata
Redmi note 8 no komen😁
Jadi tambah galauuu😭😭😭😭
Pengenn 😭 tapi ni redmi note 10 belum rusak 😂 tunggu rusak baru ganti 😭 karna blum ada duit juga si 🤣
Nge badut mulu siomay😂
Kalau kata davit belum wort it sya masih ragu buat beli hp ini 😂
Sidik jari nempel ga dibody
"@GadgetIn bang Aq Ad budget 2 JT minta sarannya ? klo jarang ngegame paling cmn main Ff atau FIFA , cmn biar klo punya berkas kyk foto / video agak bnyk GK lemot mending Redmi 12 atau infinix hot 30 ya ?"
👍
"Nfc itu penting ,buat cek kartu tol &amp; bis buat gw"
gue aja galau mau beli yang 12 apa note 12
Link pembelian bang
Ko g pernah rivyu relme c 53
Sekarang brand apa yg paling laku di indonesia ya??? Dulu Xiaomi redmi merajai.. sekarang brand apa ya
Real Mi sm Xiaomi itu sama apa beda si Boss...Maaf belum tau mslh gadget
Ini saingan infinix
Redmi selalu gitu gak sihh... Yang seri genap selalu jadi idaman...
Dari raut mukanya sdh keliatan kl mas nya ogah beli HP ampas kyk gini 😁😁sama kl saya ada uang 3 jt nggak sudi beli HP kyk gini 😁😁
masih mending infinix note 30 nambah 300rb dpt helio g99
"Kalo lagi rekam video live music / concert, mic nya bagus ga ya kira-kira?"
Keren
bagusan yg ini atau redmi note 12 pro?
"HP redmi 12, kok ada kamera belakangnya Iphone"
Sebagai pengguna Xiaomi salut sih. Dari 2020 pake Redmi Note 9 sampe detik ini masih oke. Dan masih mau maksimalin sampe 5 Tahun. Semoga masih worth it 🎉
Udah nfc blom ya
"ga apa plastik2 ga akan di bawa2 mau murah mau mahal bakal disimpen di box😂 fix beli ini aja dah yang disebut2 king dkk masih rancu update osnya, bisa2 mentok android 12😂😂"
G Shock GA2100❤❤❤
bang mintak hp nya hehehe....
"Udh kebeli bg. Yg Rom 128<br>Di offline 2,1"
Kalau pubg sampe grafik ekstreame
"dari 2017 pakai xiaomi redmi 4a sampai sekarang belum ganti2, walaupun kena hujan kecelup berkali2 jatuh masih aja awet diperbaiki di kendala selalu tempat chargernya,service centernya juga murah,suka deh sama xiaomi"
Betul ga katanya ga ada sensor proximitinya..?
Hp redmi 10 sm hp redmi 12 lebih bagusan yg 12 karna kamera kyk iphone
Pegang ini berasa pegang ip promax😂😂😂
Agakk Kurang Mening Redmi Not10 5G
ada penampakan di cermin di menit awal 😢
Gw dpt infinix note 30 di harga 1.971 lebih murah dari redmi 12 biasa 😂
"Lihat gestur muka david, mau ngomong vulgar tp ngak brani, Masih jaga perasaan. Selebihnya silahkan diartikan sendiri. 😁😁"
Sangat di sayangkan GK ada NFC nya
Buat gw kalo cari penyimpanan redmi 10 sama redmi 12 sih lebih baik redmi 12 niat nya mau ganti nih dari redmi 10 2021 ke redmi 12 tapi lihat fitur nya ga selengkap redmi 10 jadi bahan pertimbangan bngt sih buat gw
Bang mau nanya bagusan redmi 12 atau redmi note 12?
Bang David lebih baik redmi 12c 4/128 atau redmi 12 8/128? Semoga di jawab buat beli hp taun depan
"Mending hp ini lh,dri pada vivo y91c lag banget😢,aku kemarin kalah ikut lomba main ml kalah gra gara lag😢"
Apakah hp ini lengkapu fitur nfc &amp; otg?
ada nfc nya gak sih bang?
Tes pubgm gmna yg udh beliii
Full review nya dong banggg
Redmi mantap
"kayaknya bang David udah ngepro ke realme dan infinix ya hehe dr bhsnya udah kayak gmn gtu,tp ya mungkin redmi udah ga oke lgi ya"
Riview redminote 12 pro&#39;nya bang 🙏🙏🙏thanks 😁
Bang coba review laptop advan soulmate dong mau beli tapi masih ragu
Nfc?
pengguna iPhone: hmm&#39; makin aneh-aneh
nice
Udh support 5G blm?
Kapan realease untuk yang versi 5g nya?
Kalau beli di Apk  Xiomi store nya langsung Recomen gak si?
Kualitas perekaman video kamera 50 MP setara dengan Webcam asus 720 pixel wkwk
"2 juta masih helio88, kalah jauh ama temen2 dari transsion"
MASI CAKEPAN REDMI 10 MASI TIPE DUAL SPEAKER
𝑺𝑷𝑬𝑨𝑲𝑬𝑹 𝑪𝑼𝑴𝑨 𝑴𝑶𝑵𝑶 𝑲𝑨𝑲 😭😭😭
Redmi 10 5g atau redmi 12 bang saran nya
mantap
baru gw beli xiomi 12c 🥲
bang cpba dong bandingin redmi 12 sama samsung a13 soalnya bnyk yng bingung juga mau beli nya termasuk saya
sama samsung A04s (128gb) mending mana?? soalnya harganya sama
"Wah bokap bakal seneng nih liat ginian, lagi nyari hp baru soalnya"
"Bang hp² yang udah di review di kemanain bang, dari pada nganggur gw mau di kasih🤣"
Mending redmi note 12 atau redmi 12?
Tapi gua beli kon gampang panas y bang
Bisa cloning wa gak kk?
Gaada NFC tah?
"Pusat control redmi12 masih yg versi lama walaupun miui 14 , dan ga bisa di rubah juga, ga tau yah masih ngebug kah atau menunggu update tan nya?? 😅"
Yg versi 5G kira2 masuk apa tidak ya
"Redmi lagi ngebadut, mau jual dibawah standar, tapi main pangkas dulu"
Alhmdulillah aku udah ke beli
"Kak david @GadgetIn saya pake redmi note 11, tapi tergoda rom 258 GB nya. Mending saya ganti g kak? Tapi kok chargingnya cuma 18 watt"
Kalo buat game bagusan ini ap invi note 30? Terus kalo kamera juga bagusan yg mana ya?
bahas infinix hot 30i dong
"Lagi lagi redmi masih ngelawak di tahun ini. Noh lihat infinix note 30 harga 2jt udah dapat cipset helio g99, layar 120 hz,cas 45 watt"
HP nya cpet panas.. Knpa yah?
"Di review sama om David, langsung CO😂256gb + kasih micro-sd 32, mantap wkwkwkwk"
redmi 12 sama infinix note 30 bagusan mana ya?
Gw baru make ini hp klo buat yg ringan&quot; sih worth it kok hanya saja layarnya kurg jernih dan klo main game MLBB pas war agak ngadat tp ttp lancar settingan tinggi semua charger cepat layar puas bgt intinya pas ditengah tengah untuk ukuran kantong pas pasan klo mau nambah dikit ambil yg note 12 klo nambah dikit lg yg pro dah gtu aja thanks ^_^
Ibaratnya ini cuma ram/internal yang dibanggain
Kalo sama xiaomi redmi note 10s rekomen yang mana bang?
kameranya kok bagus yang note 10 ya 😢
Gua udah jajal. Ini ga fast charging ya?
"Info dong, sudah ada nfc belum?"
"Hp ane rusak, poco x3 nfc, gara gara flash costum rom😂"
"Bagi saran dong guys , saya kan mau gas ni hp redmi 12 nya tapiiiii kata orang2 hape redmi kebanyakan  makenya kalo  udah 1 tahun ke atas itu batrenya down katanya batrenya kembung lah apalah , huhhh jadi bingung , please bantu cepet dong guysss"
Nunggu tahun depan ajalah siapa tau turun harga
Bagusan mana dengan redmi 10 c
hp nya gak ada finger print nya apa emang lupa gk di revew bang?
berasa ngeliat diri sendiri kalo ngereview barang/orang. ngakak
Bagusan mana sama realme c55 bang
Redmi note 12 Menangis melihat ini🥹
kapok sama brand gacha ini
rekomen gak bang buat geme ml? saya mau pakek ml aja 😅
"Klo utk MLBB aja cukup sih G88, apalagi kan ram bisa 8+8 / 256 GB.<br>NOTE: jika mentingin game MLBB aja gak compare yg ke spek lain²."
Kebanyakn kalo udh di konter bisa beda harga dari 250-500 kurang lebih pasti
"Kalo ada yg jual 2juta ram 8/128GB Atau yg 2,2juta ram 8/256GB mau gua beli tapi ga pernah nemuin yg harga nya sesuai dengan keterangan bng david"
"Aku masih benci dan masih gak suka sama xiomi, pokoknya jangan percaya hp dari cina. Trauma banget aku beli hp xiomi😢😢"
"Kak mau nanya bagus Redmi atau Infinix utk main Genshin sekarang yach?<br>Soalnya habis ini ada update Fontaine yg sekitar 8-10 gb, HP 64 gb aku wes ngga kuat lg!<br>Punya niat mau beli HP baru buat main Genshin lebih lancar tapi bingung milih Redmi atau Infinix?<br>Mana yg lebih bagus yach?"
Ada fitur nfc gak bang. . Saya beli kok gak ada nfc nya ya. .
Berarti aq beli redmi note 11 pro 4jta rugi ya kemahalan 😢
oke sih ini buat sosmed
"Suka model kameranya, hhe sayangnya baru beli yg redmi note 12 bulan lalu wkwk Dan baru pertama kali juga pake xiaomi, semoga awet karna aku bukan tipe orang yg suka gonta ganti hp wkwk"
Si biru tapi ijo .. joke gua se receh itu 🤣🤣🤣🤣
Nyimak baru beli 1 hari yang lalu
Udah beli dan biasa aja.. Sama infinix hot 12 play sama
Anjay gua suka design yg ini semenjak keluaran redmi 10/note 10 ga ada gua suka sampe sekarang wkwk
Sudah support nfc belum sih bang
Main garena undawn lancar gk ya ?
Design nya cakep benerrrr
beli melalui link aman kan bang?
"Setia pake redmi note 8, minus batre doang gampang hamil"
"Minta saran dong bang..saya dah nnton review realme c55,rednote 12, redmi 10 dan redmi 12 versi gadgetin, nah saya masih bigung mau beli yg mana diantara 3 hp diatas sebelum nnton redmi 12,,saya pengen hp punya camera bagus,layar bening,bisa pakai thema, dan gak perlu game jadi bagusnya pilih yg mana y bang 😁 terimakasih sebelumnya,semoga ada jawaban 🙏🏻"
Redmi 12 bisa 0.5 gak sih
Xiaomi kena mental gegara infinix wkwkwk
ga ada gyro hardware 😭
Casan 18watt😢😢
Kalo masalah triple slot gampang tinggal belikan adapter simcard yg flexibel itu biar bs 2 sim 1 memori ya walau menjulur kluar bs ditutup case... Btw saya masih pake note 9 pro yang udah pake ufs 😅 ya walau kalah di storage tp emg krasa lbh cepet dan gyronya hardware
Redmi 12 Dengan Realme c55 Worth Mana bg?
itel s23 sdh kubeli saking murah n wow nya yg lain biarin dulu lah 😅
Buat ngeslot lodingnya lama gak bang?
What play store ada 2?
"Mau nanya kalo untuk maen game itu bagus hp yg pake Helio g88 atau Helio g85 , terimakasih 🙏"
"baru beli kemaren redmi 12 bagus tp gk suka soal nya masih megang mi 8 lite dari 2019 masih gacor ,,padahal mah maksain pake soal nya blm kebeli gantinya wkwkwkwk"
"Bang habis review hpnya kepake gak klo nggak aku beli aja 1,5 dari pada nganggur ya kan😅"
"klo nambah biar yg 2jt an msih banyak sih yg lebih bagus di hp 2jt an, tpi yg 2.5 an, sabaran aja juga bisa kebeli yg lebih bagus di 2.5 +, berarti cocok nya buat main media sosial aja sih itu, klo buat game gak dulu mending yg lain"
Review laptop buat anak design dong bang
Sayang cameranya gada Stabilizer nya 😭😭😭
anjir hp nya bagus banget dong aku jadi pengen beli hp nya
Bang saran dong mending ambil redmi 12 apa infinix not 30 yah?
Menurut saya masih mending redmi 10 karena harganya sudah lebih murah dan lebih lengkap dan untuk masalah desain juga lebih bagus karena ada ciri khas tersendiri
Cok segmen nya banyak banget
Dapat update os berapa kali dan update security android berapa kali? Tolong bantu jawab
Coba bandingin sama yg redmi 12 5g bang
Ada fitur NFC nya gak ?
"Alhamdulillah dah kebeli redmi 12 buat anak, sebelom&#39;a dia pake Redmi 5+, lumayan lah spek&#39;a buat anak sekolah mah.."
Bang minta saran untuk ojol hp 1-2 jt an yang baik untuk jaringan dan lainnya saya beli type apa?
"mestinya games gak usah direview... karena produk apapun kan ada segmentasi pasarnya... ada yg beli hp cuman buat kirim2 wa aja, ada yg cuman buat nelpon dan sosmed ala kadarnya, dan jangan lupa ada juga kalangan pelajar... saya lihat tren saat ini dari mulai anak sd kayanya udah mesti punya hp... so mungkin si redmi ini menyasar segmentasi tersebut.... just my 2 cents..."
Yg penting ram nya 8gb
udh beli redmi note 12 malah keluar redmi ini😭
"Bang, coba review hp realme c53 dong. Tlong ya bang🙏🙏🙏"
Masih nabung baru terkumpul sejuta ..yok bisa belo redmi 12
Ram 6/128 Gb<br>Speksifikasi Helio?<br>Harga 2.2 Ga worth it sih
Ini Redmi 12 Jaringan nya 4G apa 5G bg
Info dong kamera yg bagus seperti redmi note 10pro redmi berapa gengs?
wkkw suka geting kalo hp spek gini di cobain genshin😂
Real bagus dan sesuai
Bang rievew redmi not 10 lagi dong
Cek bagian speaker atas kameranya kopong ga sih punya saya kopong blang terbuka gitu dijamin debu pada masuk
Review realme c53 dong kak
rekomendasi hp kamera bagus harga 2 jutaan atau dibawah 2 juga🙏
bang coba kedepannya tes gaming di fifa mobile juga . soalnya ada kasus di infinix note 20 s . di ML bisa ultra tp di fifa dapet low grafik
Mitetek cipsetnya parah
Mntp rekomended
Klo buat persaingan infinix lebih rumit UInya dan iklannya lebih menganggu drpd redmi 12. Ya pasar handphone inj memang hanya butuh komunikaai dan charger kenceng sebenarnya.
"Terlanjur beli redmi 10, tapi mantep sih redmi 10 di speakernya.<br>Kameranya burik semua tapi bisa diakalin pakai GCam+edit pencahayaan,saturasi,bayangan,warm di google foto jadi bagus hasilnya"
Trauma mke Xiaomi suka matot😭
Meding TECNO NEO PAVA 3😊
Hp 2jtaan yg kamera ny bagus ap yah..  ?
"Bang riviw infinik hot 30 dkng 8/128 ko hrganya bisa 1,4 jt an"
Masih pake redmi 6a sejak 2018
"1,999=2,000"
Dijual gk bang 😉😉😉
Bisa nfc ga si?
Bang kapan bahas infinix gt 10 pro
Review realme c53 dong
Dapet redmi 12 pas 8.8 ram 8/256 di harga 1800 😁
Bang nge-record  video kamu lagi blog camera apa ? Terimakasih
"Dan gw kemakan omongan david buat beli hp ini ,rekomend si buat pemakaian sosmed sehari2 (no game ya)😂😂😂😂"
Cuma bisa pake 1 kartu sim??
Buatku sekarang yang penting ram sama internalnya gede. Terus buat ngegame enak.😂
"Kalo buat daily. Cuma foto², sosmed.<br>Mending mana kak redmi 12 vs Redmi note 11 pro????"
Bang review pocco m6 pro bang
Mending redmi 10 pro atau ip xr masbro?
C53 nfc bang
"Minta rekomendasi dong kaka²kuuh,  Budget 5jt butuh hp ram gede kamera bagus batrey aman ajaa buaf tim mendang mending ambil apa yaaa ??? <br><br>Terimakasih ❤"
"Harga segitu udh dapat penyimpanan gede luarbiasa Xiaomi, gk mau kalah saing dengan brand sebelah"
Nunggu 3 bulanan lagi siapa tau xiaomi rilis hp 2jt yang lebih ganas lagi
Bezelnya terlalu tebel si
Kalau dibandingkan dengan redmi 10c bagusan mana ya?
Bang review tecno pova 5 dong
Sampai sekarang masih pakai ss j7prime  😁😁
Ngayal hp baru aj
Masi menunggu HP ukuran kecil tp android desain simpel
Galau hp 2jtn   helio g88
"Keluar poco m5 beli, <br>Dan sekarang alhamdulillah kebeli redmi 12"
Kalo sudah di  Unboxing kasihh saya bossss 🎉🎉❤❤❤❤😊
Apakah poco m6 bakal rilis di indo bang?
jdi inget dlu beli hp xiomi note 4x 2jtan 3/32 wkwkw g se bagus skrng
"Masih nonton bang ,blm kebeli😅"
"Bang david, saya mau nanya. Harga hp poco x5 pro sekarang kisaran berapa ya?"
Doa in bos semoga saya bisa beli itu hp bentar lagi😊
unboxing realme c53 dong boskue
nonton dulu beli kapan²
"suka sih redmi 12 , tapi kalau ada bajet lebih, ambil redmi note 12 pro 4g , kamera oke, ram 8/256 , walau android 11 , tapi spek lainnya wort it di harga 4 juta, nonton jagat review, kamera dan videonya rekomendasi bangetsss"
Redmi12 sama c53 bagus mana suhu2....<br>Izin minta recommend.....🙏🙏🙏
Coba unboxing hp realme c 53 terbaru min
Saran dong budget 5 juta untuk keseharian dan ngegame
Minta rekomendasi nya mending beli<br>Poco m5<br>Redmi10<br>Atau yang redmi12?
min compare dong redmi 12 8/128 vs redmi note 12 4/128 yang harganya mirip cuma beda di ram dan internal eMMC 5.1 dan ufs 2.2
Ada nfc kak
bagusan infinity 30i atau  redmi12 bg
Keren... semoga bisa punya 😢
Review hp redmi 12 sama Samsung a13
Bang david
"Kalau mau minta saran mas, hp apa yg bagus pokoknya mau pakai game, terus mau internet kenceng, hpnya harga 2juta an, ram nya 8g, makasih sebelumnya mas, infonya+"
HP 5G paling irit batre dan paling adem itu hp apa ya yg melebihi irit dan ademnya poco f3? yg bantu jawab jujur rezekinya semakin banyak dan lancar
Mending infinix 30 atau mending hp ini?
"Kak, ini buat bikin konten wort it engga ?"
Kamera malam nya bagus gk bang?
Klo buat bapak bagus ga sih
SAMSUNG A14 SAMA REDMI 12 MANA LEBIH WORT IT SIHHH??? BANTU JWB🙏
kingfinix note 30 harga sekarang uda di 2.199
"Bang, bisa tau hp itu makai emmc apa pkai ufs itu dmna bang"
bang udah ada review hp tecno pova 5/5pro belom?
percaya ga bang aku pake xiamoi 5A udah 7 tahun lebih ... udh dibanting anak jatoh masih tahan wlwpun murah tp kuat bgt awet ... ga bisa dibayangin klo hp lain mngkn udah almarhum hpnya
Mirip iphone 12
"Kak sarannya dong, mending beli samsung galaxy m23 5g  atau vivo t1 5g atau poco m4 pro kak?"
Bagusan mna bg redmib12 atau Infinix note 30
pdhl pengen beli redmi note 12 eh mlh muncul redmi 12.. klo utk onlineshop/kntr lbh rekomen redmi 12 ato redmi note 12 y?
"Maaf kak Handphone Redmi 12 sudah support 33 Watt belom si kak,<br>Rencana beli redmi 12 sekalian beli charger 33 Watt di ofisial store Xiaomi.<br>Semoga di jawab🙏😁"
"Buat yng cuma main ytb, tktok, iG, cma itu² doang btre nya awet yg mna yah? Hp apa yg enk? Q mau beli hpe jdi bingung realme c55 atau redmi 12😪 jdi bingung 🤔"
redmi 12 udah support 5G gk??
Bang bahas real me c53
"Dah beli.. Bagus untuk pemakaian harian dan buat kerja lapangan. Happy sih, bisa lah buat 4 tahun baru ganti. Bersanding dengan max pro m1 legend saya."
"Bang, itu hp bekas unboxing di kemanain? Mending kirim ke saya se biji bang, hp udh lemot ini, soalnya hp saya oppo a3s 2/16 😅 , mau ganti belum ada rezekinya 😂, <br>Kali aja bang david mau kasih saya 1 hp yg lumayan bagus 🤭"
Banggg bahas samsung M14 5G bang
Dear Gadgetin<br>Tlg kasi tau ke xiaomi untuk bikin hp compact yg harga nya 2jt <br>knp hp compact cuma untuk sultan?
Gk lama jg putar haluan ngaca ke infinix
Kok signalny sering ilang bang
Redmi note 8 pro udah kuno belum kira2
mantapp
"Min, rekomendasiin andro (jgn samsung)yg kameranya mulus kalo photo LCD atau lighting dari konser yg super silau"
next nya redmi 12 vs 12c
Thanks bang ditail bngt ❤️
"Halo yg baca minta Rekomend hp utk ortu yg dipake utk sosmed, camera ga perlu yg wow bngt tp lumayan, memori dan ram oke, range 2-2.5, performa bisa 4-5th?"
giveaway nya mn bng david
Bang mending redmi 12 atau realme c53 ??
"Baru bbrpa minggu beli infinix, tau gitu beli ini aja😂"
Rekom HP yang harga 2jt an tidak buat game apa ya kak? Realme C55 atau OPPO A58 / redmi 12
Mantap bang<br>Prestasi anak bangsa<br>Xiaomi redmi12<br>Made in Indonesia..
"Saran coba bang david klo cobain semua hape ,,semua sosmed di instal ..jgn yg Lite yah..klo sudah buka Magic Chess ML.soale gw suka maen Sosmed sama Magic Chess ML suka ngelaaaagggg..wkwk😂😂..yg sudah coba di Hapenya..mau itu infinix,itel dll komen yak"
Bang hape yang cocok buat ngojol??
Ada harga ada barang😅
Bang gak testi game pubg buat testi gyroscope nya delay engga nya
Baru aja beli redmi 10 6.128 guysssss nyes bgt ini pas launcing ad yg mau beliga😢
Sudah beli 😊 Alhamdulillah buat tambahan pakay kerja
"Oppo a58 dong bang,,"
"Permisi sebelumnya, saya mau tanya untuk hp redmi 12 itu apakah mampu buat 3 game yaitu mobile legend,free fire,dan FIFA?..... soalnya saya mau beli nih"
Mending note 10s dah paling mntp
No nfc
"Udah beli hp Vivo Y27 agak sedikit nyesel bgt langsung muncul hp murah spek bagus,saran aja yang mau beli hp jangan buru-buru banget bandingkan lagi untuk spesifikasi nya biar gak nyesel"
"Penyakit xiomi gampang panas,lama2 ngeblank nyangkut logo.."
kalo buat bikin fidio utk konten bagus gk ya
masih setia sama redmi dari 2019
Ini realme c51 kapan sih rillis diindo?
Bg davit hp nya buat aku aja itu
Sama samsung a14lte bagus mana??
Mending beli Samsung s100 pro max Andromax
compare m5s
"Amati,tiru,modifikasi"
Bagusan mana sama realme C55 bang?
Ini udah ready Indonesia blm bang?<br>Mau utama dimakassar
"Mending redmi 12/ vivo y27, mohon bantu Jawabnya 🙏"
Bang David tecno pova 5 dong review ama infinix note 30 milih mana??
"Januari abis beli redmi note 11 pro 5G,agustus beli lagi redmi 12 😂😂😂"
Gw masi bertahan sama redmi 9 dan poco f1
biasa redmi skrg psti downgrade
Rekomen hp dong buat sehari&quot; kamera bgus dan game ringan&quot; aja jangka panjang budget 3.5-4jt apa ya bang david ?
Harga beda tipis ama infinix note30.<br>Aku pilih infinix. Dapat hrga 2.2jt
Bang review hp gaming 2 jutaan dong please 🙏🙏
Bang gimana cara download apk antutu
Kreen ya Hp nya 🎉😊baguss jdi pngen beli hp baru akuu ya kakak ❤aminn smoga sukses selalu kak amin panjang umurnya dilancarkan rezeki nya dimudahkan dalam segala urusan nya amin ya Allah<br>Kak sampai 30 Juta Subscriber ya 🎉 aminnn ❤
Tetep yang enak redmi not 8
Rawan shadow ga tuh layarnya
Xiomi / Redmi pelit earphone
BANG REVIEW REALME C53
"Aku sih YESS...dari Redmi3s, 4x,5A,A2,note8pro,9, semua masih normal dan tahan banting.,..<br>Nah sekarang giliran 12.."
Gyro nya belum hardware 🥺
"Saingannya Xiaomi skrg bukan Samsung / Apple tapi merk Infinix, Techno dan iTel.<br>😂"
Bang ayo bikin rekomendasi hp-hp entry-midrange yg bagus buat video/ngevlog. Thank u
mantap 👍🏼👍🏾
"awal pake xiaomi 4x bertahan 3 tahun, ganti ke redmi note 8 pro sampe skrg. keluhannya sama, hpnya gampang panas. kalo redmi2 skrg masih suka panas ga ya?"
"Sayangnya kok masih pakai eMMC ya,hhhmm klo UFS baru lah minggir semua ga ada lawan 😂"
Bang unboxing Tecno pova 5
"Saya baru beli hari ini,, sengaja ngejar ram nya sih buat kbutuhan kerja soal nya,,, untuk harga 2jt an udah ok lah"
Battle sama Itel S23 kira2 bagusan mana?! 🤔
"Hallo kak david, aku baru aja beli hp xiaomi redmi note 12 pro, saya beli baru di toko merah, belum 24 jam hp itu di tangan saya terus ilang di mushola saya lupa, gimana cara melacak nya kak david, tolong saya kak david saya lacak pakai email ga bisa kak, tolong aku kak gimana cara melacak hp, help me kak 😫😫😫 aku doain kak david sehat selalu kak, aamiin🙏🏻🙏🏻🙏🏻"
"saya pakai note 9 pro udh jatuh dari motor masih fungsi normal bahkan lcd aja gk retak xiaomi tahan banting juga,jadi tertarik mau beli redmi 12"
"Dibanding sama Samsung A14 gimana ya? Biasa pakai Samsung sebelumnya, butuh saran 😅"
Layarnya super amoled gak bg? 😅
"Yang bikin saya ga suka redmi layar kecil, dan yang saya suka Infinix layaranya besar 😅 harga merakyat pula spek bersaing"
Riques hp realmi 53
di tunggu review nya bg
Riview tecno pova 5
Compare sama tecno spark 10 sama2 g88
buat maen pubg gimana ? bagus gak ?
Kok blm suport nfc ya<br>Saya cek google spek suport nfc
Poco f5 pro
Bagusan yang mana oppo a58 atau redmi 12.
bedanya seri redmi biasa sama redmi note apa? yang redmi versi lebih murah kah
